state,county,population,Discourse,expected Discourse,relative Discourse
Indiana,Miami County,35962,6943,3038.1578889206903,1.2852663534437014
Indiana,Monroe County,139718,6313,3962.9590271314714,0.5930015820954805
Indiana,Montgomery County,37936,5222,3084.1079509274136,0.6931962444536698
Indiana,Morgan County,71780,7244,3468.2504765691374,1.08866114167334
Indiana,Newton County,13830,4278,2521.700115710729,0.6964745226235067
Indiana,Noble County,47457,3428,3209.0241685987994,0.0682375139283588
Indiana,Ohio County,5940,6809,2089.1071947599767,2.259287037581767
Indiana,Orange County,19867,6365,2721.060142924471,1.3391618213771594
Indiana,Owen County,21321,5691,2745.564445848959,1.072797820719258
Indiana,Parke County,16156,3851,2606.402085094458,0.477515699524326
Indiana,Perry County,19170,6819,2695.185225187422,1.5300672978888898
Indiana,Pike County,12250,4657,2443.9679607630355,0.905507795014641
Indiana,Porter County,173215,5085,4073.0845034946547,0.24843960287029024
Indiana,Posey County,25222,5132,2857.4065010458776,0.7960342702802587
Indiana,Pulaski County,12514,3185,2456.38460723299,0.29662105462701266
Indiana,Putnam County,36726,4938,3055.127921815483,0.6162989329316321
Indiana,Randolph County,24502,4576,2836.86902574552,0.6130459173374921
Indiana,Ripley County,28995,2555,2931.9354070716186,-0.1285619751930678
Indiana,Rush County,16752,2876,2629.3827142968416,0.09379284512757194
Indiana,St. Joseph County,272912,2875,4406.580542433415,-0.3475666739062123
Indiana,Scott County,24384,6325,2824.993709363433,1.2389430387175047
Indiana,Shelby County,45055,4781,3181.544931797608,0.5027290522339667
Indiana,Spencer County,19810,5573,2720.113942784038,1.048811232626539
Indiana,Starke County,23371,5521,2801.315630548869,0.9708596702893689
Indiana,Steuben County,34435,4800,3013.2917014629948,0.592942361892655
Indiana,Sullivan County,20817,4031,2733.8392690147307,0.4744831730552919
Indiana,Switzerland County,9737,3285,2365.49331078216,0.3887166727661562
Indiana,Tippecanoe County,186251,3567,4132.514658271696,-0.1368451669347995
Indiana,Tipton County,15359,3701,2567.344909571475,0.4415671171419455
Indiana,Union County,7087,5794,2235.312462598034,1.5920313589026451
Indiana,Vanderburgh County,180136,3982,4087.061180744447,-0.025705800842773394
Indiana,Vermillion County,15439,2856,2569.8631014468783,0.11134324563515526
Indiana,Vigo County,106153,5203,3749.4448437853594,0.3876720999440446
Indiana,Wabash County,30976,4810,2956.6229384143066,0.6268560787733368
Indiana,Warren County,8440,3868,2332.4391703112005,0.6583497864529178
Indiana,Warrick County,63898,5292,3379.0505619046207,0.5661203947824724
Indiana,Washington County,28182,6328,2921.7654158447076,1.1658138486010248
Indiana,Wayne County,66553,8951,3430.557817164261,1.6091966604425287
Indiana,Wells County,28180,3666,2921.7654158447076,0.25472085476791356
Indiana,White County,24688,5611,2841.556951047508,0.9746216939032554
Indiana,Whitley County,34191,4203,3005.886932466668,0.3982561867524958
Iowa,Adair County,7496,2073,2296.7227929540154,-0.09740957578353024
Iowa,Adams County,3704,2875,1787.7029221315518,0.6082090398845571
Iowa,Allamakee County,14061,3219,2538.167799136418,0.2682376638357902
Iowa,Appanoose County,12317,2896,2448.173773233676,0.18292256524536316
Iowa,Audubon County,5674,2316,2057.7757878622824,0.12548704949336267
Iowa,Benton County,25575,2792,2870.2815943877913,-0.027273140914415458
Iowa,Black Hawk County,131144,3537,3879.6752571823067,-0.08832575781901437
Iowa,Boone County,26715,5070,2894.070262787451,0.7518579507868552
Iowa,Bremer County,24988,3500,2849.154721128704,0.22843451569855822
Iowa,Buchanan County,20565,2537,2730.1096343803897,-0.07073328922346256
Iowa,Buena Vista County,20823,1453,2733.8392690147307,-0.4685130115481669
Iowa,Butler County,14334,4413,2545.393142787906,0.7337203930574553
Iowa,Calhoun County,9927,2901,2378.5171454874044,0.21966747454558658
Iowa,Carroll County,20760,3532,2732.9869724172795,0.2923588863199034
Iowa,Cass County,13127,3348,2489.026701005234,0.3451040917511474
Iowa,Cedar County,18505,5601,2689.0919559188274,1.0828592297380966
Iowa,Cerro Gordo County,43127,3859,3160.710365702568,0.2209280679035628
Iowa,Cherokee County,11658,2650,2433.4352219550838,0.088995497431373
Iowa,Chickasaw County,12012,1947,2423.930023598199,-0.196758990133808
Iowa,Clarke County,9748,3034,2367.5832382937706,0.28147553628842686
Iowa,Clay County,16384,3775,2615.0796288635574,0.44355068898629
Iowa,Clayton County,17043,3576,2653.437351790114,0.3476858602248471
Iowa,Clinton County,46460,3925,3212.2489264382352,0.22188537995779434
Iowa,Crawford County,16525,2910,2620.1135541768604,0.11063888637994962
Iowa,Dallas County,99678,6129,3708.4211198166186,0.6527249203841982
Iowa,Davis County,9110,3436,2357.993739640383,0.4571709594632017
Iowa,Decatur County,7645,1703,2306.069698072903,-0.2615140811124946
Iowa,Delaware County,17488,3439,2670.2235758230445,0.2879071367422839
Iowa,Des Moines County,38910,7309,3108.894721043709,1.3509963044185183
Iowa,Dickinson County,17703,2966,2671.0339510552894,0.11043141133723645
Iowa,Dubuque County,99266,5972,3712.488365383195,0.608624569893725
Iowa,Emmet County,9388,2017,2368.0757478893543,-0.14825359712511946
Iowa,Fayette County,19509,3520,2719.279071469947,0.2944607403230633
Iowa,Floyd County,15627,4632,2580.2309220603483,0.7951881594773258
Iowa,Franklin County,10019,3056,2372.202259415311,0.2882544006821865
Iowa,Fremont County,6605,3214,2221.908511054901,0.4465042030349312
Iowa,Greene County,8771,2596,2327.9319937806135,0.1151528510865294
Iowa,Grundy County,12329,5215,2449.4800786471114,1.1290232345471172
Iowa,Guthrie County,10623,2832,2393.864652370766,0.18302427716426078
Iowa,Hamilton County,15039,2627,2561.725347795395,0.025480737917817752
Iowa,Hancock County,10795,2477,2407.9693474711976,0.028667579427992747
Iowa,Hardin County,16878,3645,2638.4538008517416,0.3814909318568802
Iowa,Harrison County,14582,3669,2549.44598597823,0.4391361967185172
Iowa,Henry County,20482,5888,2725.2921538383594,1.160502312277682
Iowa,Howard County,9469,1864,2360.1760016859166,-0.2102283903113535
Iowa,Humboldt County,9597,2726,2360.8442368372253,0.15467168797716466
Iowa,Ida County,7005,2376,2224.6267103696996,0.06804435500333646
Iowa,Iowa County,16662,11906,2628.825509747383,3.5290187408232003
Iowa,Jackson County,19485,3949,2718.488655673425,0.4526453850592775
Iowa,Jasper County,37813,5215,3082.3804600320614,0.6918742081390421
Iowa,Jefferson County,15663,3181,2585.963290071192,0.23010253556709473
Iowa,Johnson County,152854,6325,4078.6501732488064,0.5507581506952058
Iowa,Jones County,20646,2569,2731.5277622391063,-0.059500681078883844
Iowa,Keokuk County,10033,2771,2370.8353098643543,0.1687863718203779
Iowa,Kossuth County,14828,3065,2554.2476281496365,0.19996196383682885
Iowa,Lee County,33555,4182,2990.8597750915733,0.39826013737870963
Iowa,Linn County,230299,5981,4282.500570641436,0.39661394116385645
Iowa,Louisa County,10837,3195,2412.636338051665,0.3242774924712177
Iowa,Lucas County,8634,2739,2331.78460360557,0.17463679782633654
Iowa,Lyon County,11934,2011,2423.8279226736963,-0.17032063984901644
Iowa,Madison County,16548,5298,2619.1979138062734,1.0227566508331687
Iowa,Mahaska County,22190,3973,2773.755495740331,0.4323540795507587
Iowa,Marion County,33414,5128,2994.8862872587542,0.7122519882695458
Iowa,Marshall County,40105,5003,3131.973178364747,0.5973955443041647
Iowa,Mills County,14484,3586,2548.6350886545547,0.4070276345026226
Iowa,Mitchell County,10565,4176,2393.7101267664284,0.7445721406715186
Iowa,Monona County,8751,2458,2327.0921386397517,0.0562538367891043
Iowa,Monroe County,7577,4111,2304.949697424923,0.7835530226940683
Iowa,Montgomery County,10330,1798,2387.897481979342,-0.24703635161521784
Iowa,Muscatine County,43235,2736,3161.316461985949,-0.13453776839499448
Iowa,O'Brien County,14182,1108,2538.7906290577425,-0.5635717308397236
Iowa,Osceola County,6192,3459,2167.359353689851,0.5959513101097782
Iowa,Page County,15211,2779,2564.433309432642,0.08367021664323525
Iowa,Palo Alto County,8996,1920,2338.266949296633,-0.17887904091637208
Iowa,Plymouth County,25698,1486,2873.2853736648926,-0.4828219940769064
Iowa,Pocahontas County,7078,2046,2235.312462598034,-0.08469172241718818
Iowa,Polk County,492401,8230,4707.965568683551,0.7481011447374041
Iowa,Pottawattamie County,93667,4769,3688.44962071791,0.2929551682670874
Iowa,Poweshiek County,18662,2767,2698.200797852376,0.025498177230688084
Iowa,Ringgold County,4663,1085,1942.2946918134567,-0.4413823996054012
Iowa,Sac County,9814,4033,2373.232569593706,0.6993699023313353
Iowa,Scott County,174669,7412,4084.994714900513,0.8144454319521718
Iowa,Shelby County,11746,2959,2430.823753848025,0.21728282246537434
Iowa,Sioux County,35872,3171,3031.0778672596816,0.04616250022861283
Iowa,Story County,98537,7449,3712.7348410705395,1.006337731851633
Iowa,Tama County,17135,3322,2663.2363863564515,0.24735454089555933
Iowa,Taylor County,5896,2781,2090.8557619024746,0.33007740212053727
Iowa,Union County,12138,4302,2427.2952418330037,0.7723431109069733
Iowa,Van Buren County,7203,2990,2250.2128430462394,0.32876319199754866
Iowa,Wapello County,35437,2967,3023.151464822365,-0.018573817910133888
Iowa,Warren County,52403,5993,3257.221820946898,0.8399115348729279
Iowa,Washington County,22565,5170,2773.610870755588,0.8639961555211193
Iowa,Wayne County,6497,2338,2225.8863540987822,0.050368090758438726
Iowa,Webster County,36999,4624,3062.9205069610857,0.509670260619254
Iowa,Winnebago County,10679,1865,2395.893182917588,-0.2215846627482346
Iowa,Winneshiek County,20070,2372,2725.8606381800173,-0.12981611503671017
Iowa,Woodbury County,105941,3591,3748.925524108244,-0.042125543197023066
Iowa,Worth County,7443,2451,2289.9976816820085,0.07030676039799957
Iowa,Wright County,12943,1375,2475.5173008580373,-0.44456053709525195
Kansas,Allen County,12526,2011,2458.238235308714,-0.18193445569466882
Kansas,Anderson County,7836,1851,2316.7470798330073,-0.2010349268969743
Kansas,Atchison County,16348,2703,2614.399838125087,0.03388929290113952
Kansas,Barber County,4228,2007,1838.6593487877815,0.0915561935511353
Kansas,Barton County,25493,3046,2868.966585042668,0.061706335612374846
Kansas,Bourbon County,14360,2413,2545.146088528214,-0.05192082651909006
Kansas,Brown County,9508,3497,2355.5337921754913,0.4845891880711629
Kansas,Butler County,67380,4865,3447.385328008568,0.4112144530157113
Kansas,Chase County,2572,2415,1512.4870224677102,0.5967079149279494
Kansas,Chautauqua County,3379,1364,1741.69515514831,-0.21685491518528585
Kansas,Cherokee County,19362,2928,2715.4833762500316,0.07826106600713016
Kansas,Cheyenne County,2616,1718,1550.9598946109882,0.10770111204642648
Kansas,Clark County,1991,2026,1409.3238417614843,0.4375688113441301
Kansas,Clay County,8117,4735,2325.0918442768148,1.0364786929407304
Kansas,Cloud County,9032,2521,2347.615219553793,0.07385570642158386
Kansas,Coffey County,8360,2462,2333.772075619676,0.05494449338900258
Kansas,Comanche County,1689,1585,1313.9423812445166,0.206293382894574
Kansas,Cowley County,34549,3123,3016.053206020483,0.035459186782924056
Kansas,Crawford County,38972,3394,3107.5159516025874,0.09219069277815581
Kansas,Decatur County,2764,664,1587.6446685179292,-0.5817703966342507
Kansas,Dickinson County,18402,1855,2683.1277397631907,-0.30864268125984945
Kansas,Doniphan County,7510,1354,2294.534490700811,-0.40990209321871957
Kansas,Douglas County,118785,5245,3827.4125827465036,0.37037747737043103
Kansas,Edwards County,2907,1162,1632.3969077364948,-0.2881633170873583
Kansas,Elk County,2483,1636,1524.1340385763929,0.07339640647885194
Kansas,Ellis County,28934,2268,2932.26223157223,-0.22653575264176282
Kansas,Ellsworth County,6376,2015,2210.407106157602,-0.08840322020918684
Kansas,Finney County,38470,3616,3107.3673248084156,0.16368604739156292
Kansas,Ford County,34287,2944,3008.788653396484,-0.021533135377703204
Kansas,Franklin County,25996,3719,2875.6693870137706,0.2932641063658515
Kansas,Geary County,36739,2478,3055.127921815483,-0.18890466670624056
Kansas,Gove County,2718,963,1570.8812873158633,-0.3869683165903257
Kansas,Graham County,2415,1004,1506.67915990822,-0.3336338440752316
Kansas,Grant County,7352,1204,2288.288449877242,-0.4738425568399866
Kansas,Gray County,5653,1078,2052.2038186926907,-0.4747110446920837
Kansas,Greeley County,1284,1842,1204.9719420563788,0.5286662997783027
Kansas,Greenwood County,6016,1772,2105.9654650855905,-0.15858069404382066
Kansas,Hamilton County,2518,1095,1516.4945480956972,-0.2779400352114547
Kansas,Harper County,5485,2282,2041.8753450408087,0.1176000560183032
Kansas,Harvey County,34024,2144,3000.394912890797,-0.28542739797731637
Kansas,Haskell County,3780,2230,1802.7442181118324,0.23700299665122151
Kansas,Hodgeman County,1723,1655,1324.7247021459752,0.24931617665089084
Kansas,Jackson County,13232,6211,2502.081326141912,1.4823333818557611
Kansas,Jefferson County,18368,3884,2683.106045429349,0.44757603100196697
Kansas,Jewell County,2932,1164,1637.6764243197367,-0.2892368829920074
Kansas,Johnson County,609863,6043,4784.585306257646,0.26301437077451684
Kansas,Kearny County,3983,862,1823.415914906669,-0.5272608991985676
Kansas,Kingman County,7470,1767,2291.484893201937,-0.2288842901639487
Kansas,Kiowa County,2460,1190,1512.8511990829,-0.213405785895278
Kansas,Labette County,20184,1966,2728.3644417373507,-0.2794217774117805
Kansas,Lane County,1574,955,1276.9349542794141,-0.25211539021663393
Kansas,Leavenworth County,81881,3407,3556.30127539006,-0.04198217862565208
Kansas,Lincoln County,2939,2459,1649.5495769072309,0.49070996981516724
Kansas,Linn County,9591,3297,2360.8442368372253,0.396534319611413
Kansas,Logan County,2762,1837,1588.4652169622987,0.15646221294853835
Kansas,Lyon County,32179,2402,2977.1933532939993,-0.19319986478459622
Kansas,McPherson County,30223,2747,2949.5652826106816,-0.06867631776279574
Kansas,Marion County,11823,3719,2429.7132839458172,0.5306332745402786
Kansas,Marshall County,10038,2363,2370.8353098643543,-0.003304873110229892
Kansas,Meade County,4055,1342,1828.6076727528898,-0.26610829649441586
Kansas,Miami County,34191,2731,3005.886932466668,-0.09144952509610611
Kansas,Mitchell County,5796,1610,2087.2205967099144,-0.22863927150879843
Kansas,Montgomery County,31486,2454,2966.476829274697,-0.17275605331459729
Kansas,Morris County,5386,1862,2046.732375151685,-0.09025722043312782
Kansas,Morton County,2701,945,1571.8738498451164,-0.398806717159195
Kansas,Nemaha County,10273,2378,2385.2041401375495,-0.0030203453097872295
Kansas,Neosho County,15904,3568,2585.731090157506,0.37988053497962954
Kansas,Ness County,2687,1035,1579.1743748029908,-0.34459422815221347
Kansas,Norton County,5459,1644,2042.7720928675908,-0.19521124958575523
Kansas,Osage County,15766,2877,2588.774860408339,0.11133650283756152
Kansas,Osborne County,3500,1218,1757.7402390966554,-0.3070648478605922
Kansas,Ottawa County,5735,3487,2065.2115227929526,0.688446903145421
Kansas,Pawnee County,6253,809,2177.539572858969,-0.628479771351372
Kansas,Phillips County,4981,1686,1988.655851821346,-0.15219116547699957
Kansas,Pottawatomie County,25348,1880,2868.4312527775523,-0.34458948661239025
Kansas,Pratt County,9157,1557,2358.631300052312,-0.3398713906809142
Kansas,Rawlins County,2561,825,1522.1068845957268,-0.45798812925077803
Kansas,Reno County,61898,3052,3355.751236705827,-0.09051661320521615
Kansas,Republic County,4674,2107,1942.2946918134567,0.08479934012112417
Kansas,Rice County,9427,1194,2364.64394780745,-0.4950614019048816
Kansas,Riley County,71959,3431,3469.074240430231,-0.0109753316854669
Kansas,Rooks County,4919,1771,1971.6783094379034,-0.10178045195167455
Kansas,Rush County,2956,1122,1646.0563353619177,-0.3183708382901085
Kansas,Russell County,6691,2304,2223.516319481625,0.03619657738205329
Kansas,Saline County,54303,4369,3269.2814546801023,0.3363792810636136
Kansas,Scott County,5151,2753,2004.6147256428605,0.37333122658626566
Kansas,Sedgwick County,523824,4905,4737.805514704739,0.03528943616962307
Kansas,Seward County,21964,2033,2768.0630196330776,-0.26555140342524225
Kansas,Shawnee County,178909,4614,4082.9069402964656,0.13007718948033897
Kansas,Sheridan County,2447,927,1513.4754223675277,-0.3875024421936796
Kansas,Sherman County,5927,2254,2088.909103461716,0.07903211119368354
Kansas,Smith County,3570,2620,1770.2814045055848,0.4799906914978469
Kansas,Stafford County,4072,1596,1825.9638583162898,-0.12594107888221737
Kansas,Stanton County,2084,933,1451.4903666243968,-0.35721240632840306
Kansas,Stevens County,5250,1995,2019.876207135125,-0.012315708778216649
Kansas,Sumner County,22382,2848,2772.938263138275,0.027069386238975902
Kansas,Thomas County,7930,2755,2321.4346097541165,0.18676614384232265
Kansas,Trego County,2808,1144,1612.2790697883768,-0.29044541888758857
Kansas,Wabaunsee County,6877,1405,2223.954474462979,-0.36824246353367146
Kansas,Wallace County,1512,1224,1250.4198599291633,-0.0211287910371641
Kansas,Washington County,5530,2068,2047.2566682459865,0.010132257511113954
Kansas,Wichita County,2152,5418,1459.404729995689,2.7124725503774436
Kansas,Wilson County,8624,1331,2330.158257890186,-0.4287941621591239
Kansas,Woodson County,3115,862,1666.4868269017668,-0.48274418610162123
Kansas,Wyandotte County,169245,5336,4075.2464214782744,0.30936867323581224
Kentucky,Adair County,18903,3166,2695.805965330792,0.17441686854176555
Kentucky,Allen County,20588,2355,2730.333435016827,-0.1374679847534863
Kentucky,Anderson County,23852,2107,2807.3308330584114,-0.24946501666689735
Kentucky,Ballard County,7728,1955,2317.064201267616,-0.15625989174988705
Kentucky,Barren County,44485,3168,3173.300688300374,-0.001670402152533845
Kentucky,Bath County,12750,1712,2465.5190945659024,-0.3056228995454495
Kentucky,Bell County,24097,3958,2821.3547533537003,0.40287214689864403
Kentucky,Boone County,135968,4262,3916.8255196810082,0.08812608031289156
Kentucky,Bourbon County,20252,3807,2727.1058741952133,0.3959854056357347
Kentucky,Boyd County,48261,2357,3211.359261215753,-0.2660428783331799
Kentucky,Boyle County,30614,1681,2952.3113536772503,-0.4306156097302437
Kentucky,Bracken County,8400,883,2332.176174821514,-0.6213836632356569
Kentucky,Breathitt County,13718,1817,2526.270565377309,-0.2807579580342284
Kentucky,Breckinridge County,20432,1907,2725.359588105978,-0.3002758210980545
Kentucky,Bullitt County,82217,2090,3571.7393379087284,-0.4148509165218911
Kentucky,Butler County,12371,3916,2458.1935013466473,0.5930397659316637
Kentucky,Caldwell County,12649,2199,2459.77908799832,-0.10601727987310137
Kentucky,Calloway County,37103,2919,3060.660753422862,-0.046284369564459873
Kentucky,Campbell County,93076,4309,3682.3489494705063,0.1701769873329363
Kentucky,Carlisle County,4826,766,1947.9412756175939,-0.6067643262206968
Kentucky,Carroll County,10810,2721,2408.9317996224772,0.12954629949524907
Kentucky,Carter County,26627,2392,2891.220080116216,-0.17266761653652785
Kentucky,Casey County,15941,3600,2597.4432486990013,0.3859783084012157
Kentucky,Christian County,72748,3210,3476.3171298541733,-0.07660898586238735
Kentucky,Clark County,36972,2955,3058.343458086128,-0.03379066462038213
Kentucky,Clay County,20345,3638,2723.811788471157,0.3356282601456711
Kentucky,Clinton County,9253,3332,2364.9468015321163,0.40891118474266913
Kentucky,Crittenden County,8990,2629,2337.5685959962875,0.12467287783676888
Kentucky,Cumberland County,5888,3213,2090.8557619024746,0.5366913674984848
Kentucky,Daviess County,103312,4115,3726.5183178954485,0.10424789279553215
Kentucky,Edmonson County,12126,1530,2425.48285629091,-0.3691977677633631
Kentucky,Elliott County,7354,1058,2290.851038592382,-0.5381629000853367
Kentucky,Estill County,14163,1387,2539.889009452602,-0.4539131454807441
Kentucky,Fayette County,322570,4964,4483.500431854807,0.1071706305036335
Kentucky,Fleming County,15082,1806,2561.2118672996853,-0.29486505077610536
Kentucky,Floyd County,35942,2767,3038.1578889206903,-0.08925075616034542
Kentucky,Franklin County,51541,3654,3249.9770874116325,0.12431561876337473
Kentucky,Fulton County,6515,1047,2227.518772328979,-0.529970291157048
Kentucky,Gallatin County,8690,1955,2329.1198566650264,-0.16062713801286022
Kentucky,Garrard County,16953,2109,2645.6736707008718,-0.20284953380463594
Kentucky,Grant County,24941,3465,2848.2290123700323,0.21654543400523404
Kentucky,Graves County,36649,2469,3047.5133434805457,-0.18983127496985108
Kentucky,Grayson County,26420,2187,2889.1799538672253,-0.24303780487170534
Kentucky,Green County,11107,4440,2425.7053780992733,0.8303954140873784
Kentucky,Greenup County,35962,2015,3038.1578889206903,-0.33676916287065267
Kentucky,Hancock County,9095,1797,2354.3543516731647,-0.23673341749812246
Kentucky,Hardin County,110702,4900,3783.265763182548,0.29517731682641185
Kentucky,Harlan County,26831,3544,2896.4853513802323,0.22355184648567764
Kentucky,Harrison County,18692,2645,2696.8462873764224,-0.019224784007567646
Kentucky,Hart County,19288,2684,2700.7704797331344,-0.006209516824543893
Kentucky,Henderson County,44793,2993,3184.255840676606,-0.060062962979748245
Kentucky,Henry County,15678,2797,2582.430109674088,0.08308836298109601
Kentucky,Hickman County,4521,1469,1915.0670616774808,-0.23292503463912825
Kentucky,Hopkins County,45423,1605,3189.5196370014246,-0.4967894282949407
Kentucky,Jackson County,12955,2426,2475.6140811581017,-0.020041120922568056
Kentucky,Jefferson County,782969,3927,4933.143763955931,-0.2039558975165758
Kentucky,Jessamine County,52991,1909,3266.6129988203693,-0.41560264387321877
Kentucky,Johnson County,22680,3068,2774.7208692217014,0.10569680504856054
Kentucky,Kenton County,169064,3115,4075.2464214782744,-0.2356290447658255
Kentucky,Knott County,14251,2471,2540.281286422747,-0.02727307672305449
Kentucky,Knox County,30193,3564,2942.9891484356754,0.21101363961685637
Kentucky,LaRue County,14867,2413,2556.9968277011585,-0.056314824539933965
Kentucky,Laurel County,62613,2579,3367.6762376278443,-0.23419004143444014
Kentucky,Lawrence County,16293,1735,2612.2509281696025,-0.3358218457153693
Kentucky,Lee County,7395,2385,2291.4544716036507,0.040823646969901345
Kentucky,Leslie County,10513,1714,2392.8473015278614,-0.2836985465367595
Kentucky,Letcher County,21548,1939,2757.9506183351227,-0.29694172654530493
Kentucky,Lewis County,13080,3711,2484.377092176991,0.49373459113171625
Kentucky,Lincoln County,24275,3777,2822.7508573644413,0.3380564530326726
Kentucky,Livingston County,8888,1989,2328.847439207149,-0.1459294556979865
Kentucky,Logan County,27432,2119,2906.266521604205,-0.2708858653368269
Kentucky,Lyon County,8680,1862,2329.1198566650264,-0.20055638413296456
Kentucky,McCracken County,67875,3885,3452.088483582375,0.1254056836829324
Kentucky,McCreary County,16888,1883,2638.2243919722796,-0.2862623794512377
Kentucky,McLean County,9152,1729,2358.631300052312,-0.26694774212414946
Kentucky,Madison County,92701,3113,3678.961276042537,-0.15383724741222127
Kentucky,Magoffin County,11637,1464,2434.007623110893,-0.39852283694622576
Kentucky,Marion County,19581,3120,2719.267117514249,0.1473679727543909
Kentucky,Marshall County,31659,1813,2965.977772446811,-0.3887344615855469
Kentucky,Martin County,11287,2211,2419.9133094245653,-0.08633090640517331
Kentucky,Mason County,17120,2084,2667.215554473134,-0.21866082532963443
Kentucky,Meade County,30003,2170,2942.398115028051,-0.2625063247162553
Kentucky,Menifee County,6113,1269,2133.481156948146,-0.4051974652472438
Kentucky,Mercer County,22641,3880,2774.671459075222,0.39836375485448494
Kentucky,Metcalfe County,10286,863,2385.139265463159,-0.6381762639623402
Kentucky,Monroe County,11338,2420,2427.8391911453373,-0.0032288757731269383
Kentucky,Montgomery County,28114,2058,2922.6157293281717,-0.29583626771451166
Kentucky,Morgan County,13726,2822,2526.429697473445,0.11699130311131958
Kentucky,Muhlenberg County,30928,3162,2957.8584252914156,0.06901668212482881
Kentucky,Nelson County,46738,3337,3208.5771143623724,0.040024871168835394
Kentucky,Nicholas County,7537,1023,2301.875239783236,-0.5555797367643894
Kentucky,Ohio County,23772,3235,2802.2021504136237,0.15444918901460855
Kentucky,Oldham County,67607,3221,3450.408194750275,-0.06648726231850331
Kentucky,Owen County,11278,2954,2419.9133094245653,0.22070488578883676
Kentucky,Owsley County,4051,1455,1828.6076727528898,-0.2043126463482676
Kentucky,Pendleton County,14644,2575,2553.1101351827683,0.008573803580026391
Kentucky,Perry County,28473,1995,2929.7659713463395,-0.31905823894759033
Kentucky,Pike County,58669,2329,3313.7043330072215,-0.29716119304874494
Kentucky,Powell County,13129,2487,2489.026701005234,-0.0008142544249988967
Kentucky,Pulaski County,65034,3179,3402.5151444079715,-0.06569115343257717
Kentucky,Robertson County,2193,1737,1497.111741268801,0.16023403739248868
Kentucky,Rockcastle County,16037,2024,2597.5585404061194,-0.22080678124637973
Kentucky,Rowan County,24662,1384,2838.818279039293,-0.5124731969570203
Kentucky,Russell County,17991,3881,2671.8182742078557,0.4525688507578773
Kentucky,Scott County,57155,3118,3296.455990958528,-0.05413571163940751
Kentucky,Shelby County,48065,4514,3215.3402924211346,0.4038949502918652
Kentucky,Simpson County,19594,1911,2719.267117514249,-0.29723711668793557
Kentucky,Spencer County,19490,2779,2720.3174697349973,0.02157194184791943
Kentucky,Taylor County,26023,3949,2875.9377140225083,0.3731173595121515
Kentucky,Todd County,12243,2046,2444.601701357178,-0.16305384273269755
Kentucky,Trigg County,14061,1924,2538.167799136418,-0.24197289058090704
Kentucky,Trimble County,8474,1910,2330.703903483918,-0.18050508383113495
Kentucky,Union County,13668,2805,2523.755823380888,0.11143874300896112
Kentucky,Warren County,134554,5297,3909.9165135019853,0.35476038470592536
Kentucky,Washington County,12027,3032,2430.4799029233022,0.24749025752206752
Kentucky,Wayne County,19555,2209,2719.3142343458208,-0.18766284083699725
Kentucky,Webster County,13017,1401,2479.6913080309046,-0.4350103194447544
Kentucky,Whitley County,36712,3876,3055.127921815483,0.2686866472343065
Kentucky,Wolfe County,6562,1156,2218.657450821301,-0.47896418188753176
Kentucky,Woodford County,26871,2429,2896.2104628273323,-0.16131785615166694
Louisiana,Acadia Parish,57576,2987,3298.7285105028873,-0.09449959568068991
Louisiana,Allen Parish,22750,2500,2777.260181401779,-0.09983226751979578
Louisiana,Ascension Parish,126500,2176,3839.2002873058295,-0.433215295592975
Louisiana,Assumption Parish,21039,2072,2734.9956149187133,-0.2424119480492908
Louisiana,Avoyelles Parish,39693,2690,3123.6671818471664,-0.13883271059329672
Louisiana,Beauregard Parish,36549,1547,3049.406308444068,-0.49268813548518475
Louisiana,Bienville Parish,12981,2349,2477.780284312351,-0.05197405319902721
Louisiana,Bossier Parish,128746,2772,3870.4908959888603,-0.28381177620835357
Louisiana,Caddo Parish,237848,3431,4288.922700945464,-0.20003221339389984
Louisiana,Calcasieu Parish,216785,3134,4205.30583109508,-0.2547509917527466
Louisiana,Caldwell Parish,9645,1634,2363.011918284395,-0.30850962394369796
Louisiana,Cameron Parish,5617,2169,2048.7321350247335,0.05870355763898564
Louisiana,Catahoula Parish,8906,1133,2328.95044070565,-0.513514766051994
Louisiana,Claiborne Parish,14170,1511,2539.889009452602,-0.40509211450714083
Louisiana,Concordia Parish,18687,3019,2696.8462873764224,0.11945571912330938
Louisiana,De Soto Parish,26812,0,2897.316609933403,-1.0
Louisiana,East Baton Rouge Parish,456781,2783,4674.6445336480465,-0.40466061537556647
Louisiana,East Carroll Parish,7459,1433,2294.577754893291,-0.37548422713326557
Louisiana,East Feliciana Parish,19539,1237,2719.3142343458208,-0.5451059004596495
Louisiana,Evangeline Parish,32350,1575,2978.2802597052682,-0.47117132618141766
Louisiana,Franklin Parish,19774,2050,2720.113942784038,-0.24635510014634757
Louisiana,Grant Parish,22169,2144,2773.63530179832,-0.22700724258524127
Louisiana,Iberia Parish,69929,2449,3443.4485225206777,-0.2887943629814219
Louisiana,Iberville Parish,30241,2288,2949.5652826106816,-0.22429246998226307
Louisiana,Jackson Parish,15031,2315,2561.6397626613,-0.09628198556890956
Louisiana,Jefferson Parish,440781,1452,4665.363109059775,-0.6887702058645064
Louisiana,Jefferson Davis Parish,32250,949,2976.2223947540806,-0.6811394196640961
Louisiana,Lafayette Parish,241753,3529,4288.9724941547,-0.17719220517045556
